taxon_id	protein_id	polyprotein_outline	non_polyprotein_explanation	match_id	method	score	Dbxref	name	signature_desc	start_in_prot	end_in_prot	start	end	overlaps_cleavage_site	nb_of_cleavage_sites_overlapped	duplicated	overlaps_cleavage_site	OverlappingDistance	left_overlaps_peptide	right_overlaps_peptide	protein_fully_covered	nb_peptide_in_protein	nb_unannotated_part_in_protein	overlapping_distance	overlapping_side	overlapping_size_percentage
1330491	YP_002956074.1	True		1695	Pfam	6.0E-27	InterPro:IPR000605	PF00910	RNA helicase	1126	1227	4538	4844	False	0	False	False	0	0	0	True	11	0			
1330491	YP_002956074.1	True		1696	ProDom	7.0E-4		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1183	1213	4709	4802	False	0	False	False	0	0	0	True	11	0			
1330491	YP_002956074.1	True		1697	ProSiteProfiles	51.527	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1102	1264	4466	4955	False	0	False	False	0	0	0	True	11	0			
1330491	YP_002956074.1	True		1698	Pfam	4.8E-88	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1678	2102	6194	7469	False	0	False	False	0	0	0	True	11	0			
1330491	YP_002956074.1	True		1699	CDD	2.47984E-16	InterPro:IPR033703	cd00205	rhv_like	127	328	1541	2147	False	0	False	False	0	0	0	True	11	0			
1330491	YP_002956074.1	True		1700	CDD	2.34507E-64		cd01699	RNA_dep_RNAP	1807	2070	6581	7373	False	0	False	False	0	0	0	True	11	0			
1330491	YP_002956074.1	True		1701	Pfam	7.0E-23	InterPro:IPR001676	PF00073	picornavirus capsid protein	94	304	1442	2075	False	0	False	False	0	0	0	True	11	0			
1330491	YP_002956074.1	True		1701	Pfam	7.4E-26	InterPro:IPR001676	PF00073	picornavirus capsid protein	369	527	2267	2744	False	0	False	False	0	0	0	True	11	0			
1330491	YP_002956074.1	True		1702	CDD	2.68462E-40	InterPro:IPR033703	cd00205	rhv_like	377	562	2291	2849	False	0	False	False	0	0	0	True	11	0			
1330491	YP_002956074.1	True		1703	Pfam	3.6E-15	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1460	1635	5540	6068	False	0	False	False	0	0	0	True	11	0			
12262	NP_620468.1	True		826	Pfam	7.0E-109	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1184	1683	3817	5317	False	0	False	False	0	0	0	True	5	0			
12262	NP_620468.1	True		827	ProSiteProfiles	12.742	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1426	1556	4543	4936	False	0	False	False	0	0	0	True	5	0			
12262	NP_620468.1	True		828	Pfam	8.0E-31	InterPro:IPR000605	PF00910	RNA helicase	479	582	1702	2014	False	0	False	False	0	0	0	True	5	0			
12262	NP_620468.1	True		829	CDD	1.9043E-84		cd01699	RNA_dep_RNAP	1338	1622	4279	5134	False	0	False	False	0	0	0	True	5	0			
12262	NP_620468.1	True		830	Pfam	1.7E-7	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1066	1130	3463	3658	False	0	False	False	0	0	0	True	5	0			
12262	NP_620468.1	True		831	ProSiteProfiles	55.85	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	457	622	1636	2134	False	0	False	False	0	0	0	True	5	0			
12262	NP_620464.1	True		1023	Pfam	6.9E-82	InterPro:IPR003182	PF02248	Small coat protein	788	964	2650	3181	False	0	False	False	0	0	0	True	3	0			
12262	NP_620464.1	True		1024	Pfam	5.3E-184	InterPro:IPR003181	PF02247	Large coat protein	408	777	1510	2620	False	0	False	False	0	0	0	True	3	0			
1826059	YP_009246449.1	True		113	Pfam	2.2E-78	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1765	2207	5951	7280	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		114	ProSiteProfiles	14.801	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1974	2090	6578	6929	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		115	Pfam	1.7E-29	InterPro:IPR000605	PF00910	RNA helicase	1235	1334	4361	4661	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		116	CDD	1.67194E-38	InterPro:IPR033703	cd00205	rhv_like	387	547	1817	2300	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		117	ProSiteProfiles	55.615	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1214	1371	4298	4772	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		118	CDD	3.02373E-65		cd01699	RNA_dep_RNAP	1896	2152	6344	7115	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		119	ProDom	2.0E-48	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	990	1176	3626	4187	True	2	False	True	88	22	66	True	11	0	88		47.05882352941176
1826059	YP_009246449.1	True		120	ProDom	8.0E-8		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1290	1320	4526	4619	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		121	Pfam	3.5E-19	InterPro:IPR014838	PF08727	Poliovirus 3A protein like	1443	1498	4985	5153	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		122	Pfam	4.8E-27	InterPro:IPR001676	PF00073	picornavirus capsid protein	345	495	1691	2144	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		122	Pfam	3.0E-30	InterPro:IPR001676	PF00073	picornavirus capsid protein	605	768	2471	2963	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		122	Pfam	1.3E-53	InterPro:IPR001676	PF00073	picornavirus capsid protein	93	282	935	1505	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		123	Pfam	5.8E-17	InterPro:IPR003138	PF02226	Picornavirus coat protein (VP4)	2	67	662	860	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		124	CDD	9.94324E-35	InterPro:IPR033703	cd00205	rhv_like	624	820	2528	3119	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		125	Pfam	1.7E-31	InterPro:IPR002527	PF01552	Picornavirus 2B protein	1011	1111	3689	3992	True	2	False	True	2	1	1	True	11	0	2		1.9801980198019802
1826059	YP_009246449.1	True		126	Pfam	7.4E-47	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1549	1715	5303	5804	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		127	ProDom	6.0E-34	InterPro:IPR000081	PD001306	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	865	987	3251	3620	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		128	Pfam	9.5E-50	InterPro:IPR000081	PF00947	Picornavirus core protein 2A	881	1006	3299	3677	False	0	False	False	0	0	0	True	11	0			
1826059	YP_009246449.1	True		129	CDD	8.27515E-35	InterPro:IPR033703	cd00205	rhv_like	125	307	1031	1580	False	0	False	False	0	0	0	True	11	0			
370833	YP_001040018.1	True		498	Pfam	2.3E-62	InterPro:IPR000603	PF00803	3A/RNA2 movement protein family	15	239	742	1417	False	0	False	False	0	0	0	False	4	4			
370833	YP_001039627.1	True		1901	CDD	5.39261E-67		cd01699	RNA_dep_RNAP	1296	1578	3990	4839	True	2	False	True	31	7	24	False	4	5	31		10.954063604240282
370833	YP_001039627.1	True		1902	ProSiteProfiles	11.494	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1376	1511	4230	4638	False	0	False	False	0	0	0	False	4	5			
370833	YP_001039627.1	True		1903	Pfam	1.3E-29	InterPro:IPR000605	PF00910	RNA helicase	390	496	1272	1593	True	2	False	True	9	8	1	False	4	5	9		8.411214953271028
370833	YP_001039627.1	True		1904	Pfam	1.1E-69	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1223	1641	3771	5028	True	2	False	True	167	80	87	False	4	5	167		39.856801909307876
370833	YP_001039627.1	True		1905	ProSiteProfiles	43.036	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	367	534	1203	1707	True	2	False	True	70	31	39	False	4	5	70		41.66666666666667
1708572	YP_009164030.1	True		353	Pfam	1.6E-99	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1755	2216	5899	7285	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		354	ProSiteProfiles	16.237	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1979	2100	6571	6937	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		355	Pfam	3.0E-11	InterPro:IPR001676	PF00073	picornavirus capsid protein	344	434	1666	1939	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		355	Pfam	4.8E-31	InterPro:IPR001676	PF00073	picornavirus capsid protein	64	213	826	1276	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		356	ProSiteProfiles	52.079	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1195	1361	4219	4720	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		357	CDD	2.10236E-32	InterPro:IPR033703	cd00205	rhv_like	83	241	883	1360	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		358	CDD	2.62111E-76		cd01699	RNA_dep_RNAP	1900	2165	6334	7132	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		359	CDD	6.37967E-42	InterPro:IPR033703	cd00205	rhv_like	293	484	1513	2089	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		360	Pfam	5.2E-32	InterPro:IPR000605	PF00910	RNA helicase	1222	1324	4300	4609	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		361	Pfam	1.6E-5	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1552	1716	5290	5785	False	0	False	False	0	0	0	False	9	2			
1708572	YP_009164030.1	True		362	Pfam	1.7E-85	InterPro:IPR024354	PF12944	Hepatitis A virus viral protein VP	550	717	2284	2788	False	0	False	False	0	0	0	False	9	2			
191547	NP_620112.1	True		1309	Pfam	8.6E-26	InterPro:IPR000605	PF00910	RNA helicase	777	879	2587	2896	False	0	False	False	0	0	0	True	5	0			
191547	NP_620112.1	True		1310	ProSiteProfiles	14.364	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1715	1843	5401	5788	False	0	False	False	0	0	0	True	5	0			
191547	NP_620112.1	True		1311	Pfam	4.1E-74	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1474	1967	4678	6160	False	0	False	False	0	0	0	True	5	0			
191547	NP_620112.1	True		1312	CDD	2.66807E-83		cd01699	RNA_dep_RNAP	1623	1909	5125	5986	False	0	False	False	0	0	0	True	5	0			
191547	NP_620112.1	True		1313	ProSiteProfiles	49.185	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	751	917	2509	3010	False	0	False	False	0	0	0	True	5	0			
191547	NP_620113.1	True		1788	Pfam	1.1E-53	InterPro:IPR005305	PF03688	Nepovirus coat protein, C-terminal domain	1176	1338	3811	4300	False	0	False	False	0	0	0	True	2	0			
191547	NP_620113.1	True		1789	Pfam	8.5E-61	InterPro:IPR005054	PF03391	Nepovirus coat protein, central domain	1008	1169	3307	3793	False	0	False	False	0	0	0	True	2	0			
191547	NP_620113.1	True		1790	Pfam	1.5E-32	InterPro:IPR005306	PF03689	Nepovirus coat protein, N-terminal domain	843	931	2812	3079	False	0	False	False	0	0	0	True	2	0			
2003501	YP_009121743.1	True		1387	ProSiteProfiles	54.928	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1217	1380	4810	5302	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1388	ProDom	2.0E-5		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1299	1329	5056	5149	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1389	CDD	1.36063E-27	InterPro:IPR033703	cd00205	rhv_like	211	400	1792	2362	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1390	CDD	8.36038E-13	InterPro:IPR033703	cd00205	rhv_like	679	881	3196	3805	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1391	ProSiteProfiles	16.237	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2016	2134	7207	7564	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1392	Pfam	1.2E-11	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1580	1753	5899	6421	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1393	Pfam	6.9E-29	InterPro:IPR000605	PF00910	RNA helicase	1242	1343	4885	5191	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1394	CDD	2.75087E-35	InterPro:IPR033703	cd00205	rhv_like	462	638	2545	3076	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1395	Pfam	1.5E-31	InterPro:IPR001676	PF00073	picornavirus capsid protein	183	383	1708	2311	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1395	Pfam	7.7E-18	InterPro:IPR001676	PF00073	picornavirus capsid protein	504	606	2671	2980	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1396	CDD	1.392E-60		cd01699	RNA_dep_RNAP	1936	2196	6967	7750	False	0	False	False	0	0	0	True	12	0			
2003501	YP_009121743.1	True		1397	Pfam	3.3E-90	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1797	2233	6550	7861	False	0	False	False	0	0	0	True	12	0			
28351	YP_227367.1	True		1319	ProSiteProfiles	10.703	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1826	1948	5726	6095	False	0	False	False	0	0	0	True	5	0			
28351	YP_227367.1	True		1320	Pfam	3.3E-28	InterPro:IPR000605	PF00910	RNA helicase	880	986	2888	3209	False	0	False	False	0	0	0	True	5	0			
28351	YP_227367.1	True		1321	CDD	3.91988E-65		cd01699	RNA_dep_RNAP	1730	2001	5438	6254	False	0	False	False	0	0	0	True	5	0			
28351	YP_227367.1	True		1322	ProSiteProfiles	43.777	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	858	1027	2822	3332	False	0	False	False	0	0	0	True	5	0			
28351	YP_227367.1	True		1323	Pfam	7.7E-58	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1582	2062	4994	6437	False	0	False	False	0	0	0	True	5	0			
649890	YP_008400121.1	True		1398	ProSiteProfiles	13.407	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1423	1553	4577	4970	False	0	False	False	0	0	0	True	5	0			
649890	YP_008400121.1	True		1399	Pfam	3.6E-5	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1076	1127	3536	3692	False	0	False	False	0	0	0	True	5	0			
649890	YP_008400121.1	True		1400	Pfam	4.4E-29	InterPro:IPR000605	PF00910	RNA helicase	477	580	1739	2051	False	0	False	False	0	0	0	True	5	0			
649890	YP_008400121.1	True		1401	ProSiteProfiles	53.553	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	455	620	1673	2171	False	0	False	False	0	0	0	True	5	0			
649890	YP_008400121.1	True		1402	Pfam	2.7E-113	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1181	1680	3851	5351	False	0	False	False	0	0	0	True	5	0			
649890	YP_008400121.1	True		1403	CDD	7.10762E-83		cd01699	RNA_dep_RNAP	1331	1619	4301	5168	False	0	False	False	0	0	0	True	5	0			
649890	YP_008400127.1	True		1896	Pfam	1.0E-67	InterPro:IPR003182	PF02248	Small coat protein	798	973	2599	3127	False	0	False	False	0	0	0	True	3	0			
649890	YP_008400127.1	True		1897	Pfam	7.3E-154	InterPro:IPR003181	PF02247	Large coat protein	419	788	1462	2572	False	0	False	False	0	0	0	True	3	0			
12777	NP_619734.1	True		1880	ProSiteProfiles	48.299	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1441	1607	4597	5098	False	0	False	False	0	0	0	True	7	0			
12777	NP_619734.1	True		1881	ProSiteProfiles	12.575	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2516	2645	7822	8212	False	0	False	False	0	0	0	True	7	0			
12777	NP_619734.1	True		1882	Pfam	2.7E-6	InterPro:IPR001676	PF00073	picornavirus capsid protein	660	745	2254	2512	False	0	False	False	0	0	0	True	7	0			
12777	NP_619734.1	True		1883	Pfam	1.2E-27	InterPro:IPR000605	PF00910	RNA helicase	1464	1569	4666	4984	False	0	False	False	0	0	0	True	7	0			
12777	NP_619734.1	True		1884	CDD	5.57425E-17	InterPro:IPR033703	cd00205	rhv_like	668	793	2278	2656	False	0	False	False	0	0	0	True	7	0			
12777	NP_619734.1	True		1885	CDD	3.2807E-81		cd01699	RNA_dep_RNAP	2418	2715	7528	8422	False	0	False	False	0	0	0	True	7	0			
12777	NP_619734.1	True		1886	Pfam	7.5E-152	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2271	2778	7087	8611	False	0	False	False	0	0	0	True	7	0			
1452516	YP_009000902.1	True		656	Pfam	6.2E-56	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2025	2471	6754	8095	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		657	CDD	7.05813E-35	InterPro:IPR033703	cd00205	rhv_like	617	789	2530	3049	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		658	CDD	1.84552E-32	InterPro:IPR033703	cd00205	rhv_like	406	567	1897	2383	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		659	Pfam	2.2E-28	InterPro:IPR000605	PF00910	RNA helicase	1487	1590	5140	5452	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		660	CDD	2.5814E-4		cd00009	AAA	1480	1615	5119	5527	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		661	ProSiteProfiles	49.9	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1465	1629	5074	5569	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		662	Pfam	1.1E-13	InterPro:IPR001676	PF00073	picornavirus capsid protein	445	522	2014	2248	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		662	Pfam	7.1E-11	InterPro:IPR001676	PF00073	picornavirus capsid protein	654	739	2641	2899	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		663	Pfam	6.3E-7	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1828	1985	6163	6637	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		664	ProSiteProfiles	15.321	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2239	2354	7396	7744	False	0	False	False	0	0	0	True	11	0			
1452516	YP_009000902.1	True		665	CDD	4.86858E-60		cd01699	RNA_dep_RNAP	2150	2418	7129	7936	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1213	CDD	3.33045E-21	InterPro:IPR033703	cd00205	rhv_like	128	247	868	1228	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1214	Pfam	1.1E-9	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1669	1772	5491	5803	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1215	CDD	6.21941E-62		cd01699	RNA_dep_RNAP	1929	2200	6271	7087	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1216	Pfam	2.9E-24	InterPro:IPR000605	PF00910	RNA helicase	1185	1297	4039	4378	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1217	Pfam	4.7E-72	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1802	2249	5890	7234	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1218	Pfam	1.2E-10	InterPro:IPR001676	PF00073	picornavirus capsid protein	66	219	682	1144	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1218	Pfam	4.8E-7	InterPro:IPR001676	PF00073	picornavirus capsid protein	344	432	1516	1783	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1219	ProSiteProfiles	36.642	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1161	1337	3967	4498	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1220	ProSiteProfiles	16.112	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2022	2138	6550	6901	False	0	False	False	0	0	0	True	11	0			
1398149	YP_008531322.1	True		1221	CDD	2.94738E-18	InterPro:IPR033703	cd00205	rhv_like	319	472	1441	1903	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1547	CDD	1.42684E-25	InterPro:IPR033703	cd00205	rhv_like	81	244	617	1109	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1548	Pfam	1.2E-18	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1517	1661	4925	5360	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1549	ProSiteProfiles	13.283	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1907	2019	6095	6434	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1550	Pfam	2.7E-29	InterPro:IPR000605	PF00910	RNA helicase	1177	1280	3905	4217	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1551	Pfam	9.6E-10	InterPro:IPR001676	PF00073	picornavirus capsid protein	119	203	731	986	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1552	Pfam	2.0E-5	InterPro:IPR004005	PF00915	Calicivirus coat protein	371	487	1487	1838	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1553	CDD	5.70178E-35		cd01699	RNA_dep_RNAP	1820	2054	5834	6539	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1554	Pfam	2.1E-48	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1693	2119	5453	6734	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1555	CDD	8.88006E-18	InterPro:IPR033703	cd00205	rhv_like	332	489	1370	1844	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1556	ProSiteProfiles	44.899	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1152	1317	3830	4328	False	0	False	False	0	0	0	True	11	0			
1511784	YP_006543639.1	True		1557	Pfam	7.9E-8	InterPro:IPR009419	PF06363	Picornaviridae P3A protein	1393	1456	4553	4745	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		51	ProSiteProfiles	14.572	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1946	2062	6533	6884	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		52	Pfam	2.7E-27	InterPro:IPR003138	PF02226	Picornavirus coat protein (VP4)	2	66	701	896	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		53	Pfam	5.0E-49	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1537	1702	5306	5804	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		54	Pfam	3.1E-38	InterPro:IPR002527	PF01552	Picornavirus 2B protein	1000	1100	3695	3998	True	2	False	True	2	1	1	True	11	0	2		1.9801980198019802
1330521	YP_001715611.1	True		55	Pfam	1.6E-18	InterPro:IPR014838	PF08727	Poliovirus 3A protein like	1432	1486	4991	5156	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		56	Pfam	4.6E-62	InterPro:IPR000081	PF00947	Picornavirus core protein 2A	869	995	3302	3683	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		57	ProDom	3.0E-10		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1278	1309	4529	4625	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		58	ProDom	3.0E-57	InterPro:IPR000081	PD001306	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	849	978	3242	3632	True	1	False	True	2	2	0	True	11	0	2		1.5384615384615385
1330521	YP_001715611.1	True		59	CDD	1.15528E-28	InterPro:IPR033703	cd00205	rhv_like	632	821	2591	3161	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		60	Pfam	1.1E-27	InterPro:IPR000605	PF00910	RNA helicase	1225	1323	4370	4667	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		61	ProDom	7.0E-80	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	979	1175	3632	4223	True	2	False	True	98	22	76	True	11	0	98		49.746192893401016
1330521	YP_001715611.1	True		62	CDD	2.19746E-36	InterPro:IPR033703	cd00205	rhv_like	125	316	1070	1646	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		63	Pfam	4.7E-59	InterPro:IPR001676	PF00073	picornavirus capsid protein	93	291	974	1571	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		63	Pfam	1.6E-27	InterPro:IPR001676	PF00073	picornavirus capsid protein	616	759	2543	2975	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		63	Pfam	5.8E-29	InterPro:IPR001676	PF00073	picornavirus capsid protein	351	517	1748	2249	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		64	CDD	3.98595E-64		cd01699	RNA_dep_RNAP	1861	2124	6278	7070	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		65	ProSiteProfiles	57.306	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1204	1360	4307	4778	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		66	Pfam	1.3E-69	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1737	2179	5906	7235	False	0	False	False	0	0	0	True	11	0			
1330521	YP_001715611.1	True		67	CDD	4.66254E-42	InterPro:IPR033703	cd00205	rhv_like	395	552	1880	2354	False	0	False	False	0	0	0	True	11	0			
1330521_1	YP_003358790.1	True		96	ProSiteProfiles	58.572	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1200	1358	4333	4810	False	0	False	False	0	0	0	True	11	0			
1330521_1	YP_003358790.1	True		97	CDD	3.03854E-64		cd01699	RNA_dep_RNAP	1868	2121	6337	7099	False	0	False	False	0	0	0	True	11	0			
1330521_1	YP_003358790.1	True		98	Pfam	1.2E-19	InterPro:IPR014838	PF08727	Poliovirus 3A protein like	1429	1483	5020	5185	False	0	False	False	0	0	0	True	11	0			
1330521_1	YP_003358790.1	True		99	ProDom	3.0E-10		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1274	1305	4555	4651	False	0	False	False	0	0	0	True	11	0			
