cluster_id	nb_of_protein	number_of_genome	number_of_genome_in_valid_branches	unclassified_genome	nb_polyprotein	number_leaves_in_subtree	homogeneity	shared_taxonomy	valid_branches	inflation	coverage	evalue	unclassified_cluster	first_node
29	150	149	137	0	122	137	1.0	Viruses	Potyvirus|Bymovirus|Poacevirus|Tritimovirus|Macluravirus|Rymovirus|Ipomovirus|Brambyvirus	1_6	20	1e-50	False	Viruses
34	137	129	102	0	85	103	0.9902912621359223	Viruses	Passerivirus|Hunnivirus|Teschovirus|Aquamavirus|Torchivirus|Megrivirus|Mischivirus|Sapelovirus|Kobuvirus|Aphthovirus|Cosavirus|Kunsagivirus|Rosavirus|Pasivirus|Erbovirus|Mosavirus|Sicinivirus|Senecavirus|Cardiovirus|Oscivirus|Dicipivirus|Avisivirus|Parechovirus|Potamipivirus|Tremovirus|Enterovirus|Sakobuvirus|Gallivirus|Rabovirus|Limnipivirus|Avihepatovirus|Hepatovirus	1_6	20	1e-50	False	Viruses
42	125	65	58	0	29	71	0.8169014084507042	Viruses	Sobemovirus|Luteoviridae|Polemovirus	1_6	20	1e-50	False	Viruses
54	120	119	119	0	1	364	0.3269230769230769	Viruses;ssDNA viruses;Geminiviridae;Begomovirus	Begomovirus	1_6	20	1e-50	False	ssDNA viruses
57	118	117	117	0	1	364	0.32142857142857145	Viruses;ssDNA viruses;Geminiviridae;Begomovirus	Begomovirus	1_6	20	1e-50	False	ssDNA viruses
64	110	89	40	0	68	41	0.975609756097561	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Rio Bravo virus group|Yellow fever virus group|Seaborne tick-borne virus group|tick-borne encephalitis virus group|Japanese encephalitis virus group|Dengue virus group|mosquito-borne viruses|Kokobera virus group|Ntaya virus group|Modoc virus group	1_6	20	1e-50	False	ssRNA viruses
104	94	94	94	0	4	94	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Tymovirales	Gammaflexiviridae|Betaflexiviridae	1_6	20	1e-50	False	ssRNA viruses
162	79	43	30	0	1	30	1.0	Viruses	Avastrovirus|Mamastrovirus	1_6	20	1e-50	False	Viruses
175	75	73	70	0	1	1975	0.035443037974683546	Viruses	Siphoviridae|Podoviridae|Myoviridae	1_6	20	1e-50	False	Viruses
189	73	70	70	0	1	135	0.5185185185185185	Viruses;Retro-transcribing viruses	Caulimoviridae|Retroviridae	1_6	20	1e-50	False	Retro-transcribing viruses
200	71	50	38	0	14	38	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Coronaviridae;Coronavirinae	Gammacoronavirus|Alphacoronavirus|Betacoronavirus	1_6	20	1e-50	False	ssRNA viruses
209	69	37	37	0	1	37	1.0	Viruses;ssDNA viruses;Geminiviridae;Mastrevirus	Mastrevirus	1_6	20	1e-50	False	ssDNA viruses
348	53	53	48	0	34	48	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Torradovirus|Sequivirus|Sadwavirus|Comovirinae|Cheravirus|Waikavirus	1_6	20	1e-50	False	ssRNA viruses
491	43	24	14	0	34	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	1_6	20	1e-50	False	ssRNA viruses
525	41	41	34	0	5	34	1.0	Viruses	Maculavirus|Marafivirus|Tymovirus	1_6	20	1e-50	False	Viruses
614	38	38	25	0	1	25	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Astroviridae	Mamastrovirus	1_6	20	1e-50	False	ssRNA viruses
625	38	16	16	0	7	17	0.9411764705882353	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	1_6	20	1e-50	False	ssRNA viruses
696	34	24	14	0	20	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	1_6	20	1e-50	False	ssRNA viruses
725	33	33	32	0	1	32	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Arenaviridae	Arenavirus (unclassified Arenaviridae)|Mammarenavirus	1_6	20	1e-50	False	ssRNA viruses
756	32	23	22	0	11	61	0.36065573770491804	Viruses;Retro-transcribing viruses;Retroviridae	Orthoretrovirinae|Spumaretrovirinae	1_6	20	1e-50	False	Retro-transcribing viruses
883	28	19	19	0	10	26	0.7307692307692307	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Alpharetrovirus|Deltaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
887	28	26	25	0	1	1626	0.015375153751537515	Viruses	Siphoviridae|Myoviridae	1_6	20	1e-50	False	Viruses
925	27	27	27	0	2	65	0.4153846153846154	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales	Phenuiviridae|Peribunyaviridae	1_6	20	1e-50	False	ssRNA viruses
989	26	26	23	0	8	23	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae	Sapovirus|Lagovirus|Vesivirus|Nebovirus	1_6	20	1e-50	False	ssRNA viruses
991	26	26	25	0	22	25	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Pegivirus|Hepacivirus	1_6	20	1e-50	False	ssRNA viruses
1098	24	24	24	0	1	24	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Hantaviridae;Orthohantavirus	Orthohantavirus	1_6	20	1e-50	False	ssRNA viruses
1122	23	16	16	0	13	26	0.6153846153846154	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Ampelovirus|Velarivirus|Crinivirus	1_6	20	1e-50	False	ssRNA viruses
1534	19	10	10	0	4	10	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus	Betaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
2286	15	14	10	0	7	10	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Closterovirus	1_6	20	1e-50	False	ssRNA viruses
2480	14	10	9	0	2	9	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus	Feline lentivirus group|Equine lentivirus group|Ovine/caprine lentivirus group|Primate lentivirus group|Bovine lentivirus group	1_6	20	1e-50	False	Retro-transcribing viruses
2548	14	14	14	0	1	50	0.28	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales	Nairoviridae|Peribunyaviridae	1_6	20	1e-50	False	ssRNA viruses
2674	13	13	13	0	8	18	0.7222222222222222	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	1_6	20	1e-50	False	ssRNA viruses
2952	12	12	12	0	5	12	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae;Pestivirus	Pestivirus	1_6	20	1e-50	False	ssRNA viruses
3304	11	8	8	0	1	8	1.0	Viruses;Retro-transcribing viruses;Hepadnaviridae;Orthohepadnavirus	Orthohepadnavirus	1_6	20	1e-50	False	Retro-transcribing viruses
3320	11	9	9	0	8	9	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Comovirus	Comovirus	1_6	20	1e-50	False	ssRNA viruses
3677	10	10	10	0	3	10	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus	Vesivirus	1_6	20	1e-50	False	ssRNA viruses
3823	10	10	10	0	1	1975	0.005063291139240506	Viruses;dsDNA viruses, no RNA stage;Caudovirales	Siphoviridae|Podoviridae|Myoviridae	1_6	20	1e-50	False	dsDNA viruses, no RNA stage
4256	9	9	3	0	3	3	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Murine leukemia virus	1_6	20	1e-50	False	Retro-transcribing viruses
4512	8	8	4	0	1	5	0.8	Viruses	Aparavirus	1_6	20	1e-50	False	Viruses
4589	8	8	7	0	2	7	1.0	Viruses;dsRNA viruses;Birnaviridae	Entomobirnavirus|Avibirnavirus|Blosnavirus|Aquabirnavirus	1_6	20	1e-50	False	dsRNA viruses
4613	8	8	8	0	7	8	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Torradovirus	Torradovirus	1_6	20	1e-50	False	ssRNA viruses
4742	8	7	7	0	1	8	0.875	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
4744	8	8	8	0	6	8	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Orthomyxoviridae	Influenzavirus B|Influenzavirus A	1_6	20	1e-50	False	ssRNA viruses
5200	7	6	6	0	4	8	0.75	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
5338	7	7	7	0	2	27	0.25925925925925924	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Gammaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
5374	7	7	7	0	6	7	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae	St-Valerien swine virus|Norovirus	1_6	20	1e-50	False	ssRNA viruses
5376	7	7	5	0	2	5	1.0	Viruses	Alphanodavirus	1_6	20	1e-50	False	Viruses
5555	7	7	7	0	1	7	1.0	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Iteradensovirus	Iteradensovirus	1_6	20	1e-50	False	ssDNA viruses
6320	6	5	5	0	2	18	0.2777777777777778	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	1_6	20	1e-50	False	ssRNA viruses
6387	6	6	6	0	2	8	0.75	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
6621	6	6	3	0	1	1335	0.0022471910112359553	Viruses	ssRNA positive-strand viruses, no DNA stage	1_6	20	1e-50	False	Viruses
7675	5	5	4	0	1	8	0.5	Viruses;Retro-transcribing viruses;Retroviridae	Alpharetrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
7734	5	5	5	0	4	5	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Bymovirus	Bymovirus	1_6	20	1e-50	False	ssRNA viruses
9529	4	4	4	0	2	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Cheravirus	Cheravirus	1_6	20	1e-50	False	ssRNA viruses
9722	4	4	4	0	1	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Hepeviridae	Orthohepevirus|Piscihepevirus	1_6	20	1e-50	False	ssRNA viruses
9738	4	4	4	0	1	9	0.4444444444444444	Viruses;dsDNA viruses, no RNA stage;Adenoviridae;Atadenovirus	Atadenovirus	1_6	20	1e-50	False	dsDNA viruses, no RNA stage
9804	4	4	4	0	3	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Fabavirus	Fabavirus	1_6	20	1e-50	False	ssRNA viruses
10612	4	4	4	0	1	4	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus;Primate lentivirus group	Primate lentivirus group	1_6	20	1e-50	False	Retro-transcribing viruses
12825	3	3	3	0	1	25	0.12	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Alpharetrovirus|Gammaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
13474	3	3	3	0	1	3	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Benyviridae;Benyvirus	Benyvirus	1_6	20	1e-50	False	ssRNA viruses
14360	3	3	3	0	1	10	0.3	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus	Betaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
14831	3	3	2	0	2	21	0.09523809523809523	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Iflaviridae	Iflavirus	1_6	20	1e-50	False	ssRNA viruses
18209	3	3	2	0	1	3	0.6666666666666666	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae	Phic31virus	1_6	20	1e-50	False	dsDNA viruses, no RNA stage
19119	2	2	2	0	1	53	0.03773584905660377	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	1_6	20	1e-50	False	ssRNA viruses
19120	2	2	2	0	1	53	0.03773584905660377	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	1_6	20	1e-50	False	ssRNA viruses
20762	2	2	2	0	1	4	0.5	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Alphatetraviridae|Permutotetraviridae	1_6	20	1e-50	False	ssRNA viruses
35485	1	1	1	0	1	8	0.125	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
38968	1	1	1	0	1	1080	0.000925925925925926	Viruses;dsDNA viruses, no RNA stage;Caudovirales;Siphoviridae	Siphoviridae	1_6	20	1e-50	False	dsDNA viruses, no RNA stage
42574	1	1	1	0	1	1	1.0	Viruses;dsDNA viruses, no RNA stage;Phycodnaviridae;Coccolithovirus	Coccolithovirus	1_6	20	1e-50	False	dsDNA viruses, no RNA stage
52372	1	1	1	0	1	10	0.1	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus	Betaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
59023	1	1	1	0	1	8	0.125	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	1_6	20	1e-50	False	Retro-transcribing viruses
64029	1	1	1	0	1	1	1.0	Viruses;dsRNA viruses;Reoviridae;Spinareovirinae;Oryzavirus	Oryzavirus	1_6	20	1e-50	False	dsRNA viruses
64169	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Rubivirus	Rubivirus	1_6	20	1e-50	False	ssRNA viruses
64170	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Rubivirus	Rubivirus	1_6	20	1e-50	False	ssRNA viruses
64930	1	1	1	0	1	1	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Sadwavirus	Sadwavirus	1_6	20	1e-50	False	ssRNA viruses
67246	1	1	1	0	1	53	0.018867924528301886	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Secoviridae	1_6	20	1e-50	False	ssRNA viruses
86672	1	1	1	0	1	1	1.0	Viruses;dsDNA viruses, no RNA stage;Plasmaviridae;Plasmavirus	Plasmavirus	1_6	20	1e-50	False	dsDNA viruses, no RNA stage
26	150	149	137	0	122	137	1.0	Viruses	Potyvirus|Bymovirus|Poacevirus|Tritimovirus|Macluravirus|Rymovirus|Ipomovirus|Brambyvirus	1_8	20	1e-50	False	Viruses
31	137	129	102	0	85	103	0.9902912621359223	Viruses	Passerivirus|Hunnivirus|Teschovirus|Aquamavirus|Torchivirus|Megrivirus|Mischivirus|Sapelovirus|Kobuvirus|Aphthovirus|Cosavirus|Kunsagivirus|Rosavirus|Pasivirus|Erbovirus|Mosavirus|Sicinivirus|Senecavirus|Cardiovirus|Oscivirus|Dicipivirus|Avisivirus|Parechovirus|Potamipivirus|Tremovirus|Enterovirus|Sakobuvirus|Gallivirus|Rabovirus|Limnipivirus|Avihepatovirus|Hepatovirus	1_8	20	1e-50	False	Viruses
39	125	65	58	0	29	71	0.8169014084507042	Viruses	Sobemovirus|Luteoviridae|Polemovirus	1_8	20	1e-50	False	Viruses
51	120	119	119	0	1	364	0.3269230769230769	Viruses;ssDNA viruses;Geminiviridae;Begomovirus	Begomovirus	1_8	20	1e-50	False	ssDNA viruses
54	118	117	117	0	1	364	0.32142857142857145	Viruses;ssDNA viruses;Geminiviridae;Begomovirus	Begomovirus	1_8	20	1e-50	False	ssDNA viruses
66	105	84	40	0	68	41	0.975609756097561	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Rio Bravo virus group|Yellow fever virus group|Seaborne tick-borne virus group|tick-borne encephalitis virus group|Japanese encephalitis virus group|Dengue virus group|mosquito-borne viruses|Kokobera virus group|Ntaya virus group|Modoc virus group	1_8	20	1e-50	False	ssRNA viruses
101	94	94	94	0	4	94	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Tymovirales	Gammaflexiviridae|Betaflexiviridae	1_8	20	1e-50	False	ssRNA viruses
158	79	43	30	0	1	30	1.0	Viruses	Avastrovirus|Mamastrovirus	1_8	20	1e-50	False	Viruses
173	75	73	70	0	1	1975	0.035443037974683546	Viruses	Siphoviridae|Podoviridae|Myoviridae	1_8	20	1e-50	False	Viruses
185	73	70	70	0	1	135	0.5185185185185185	Viruses;Retro-transcribing viruses	Caulimoviridae|Retroviridae	1_8	20	1e-50	False	Retro-transcribing viruses
196	71	50	38	0	14	38	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Coronaviridae;Coronavirinae	Gammacoronavirus|Alphacoronavirus|Betacoronavirus	1_8	20	1e-50	False	ssRNA viruses
198	70	37	37	0	1	37	1.0	Viruses;ssDNA viruses;Geminiviridae;Mastrevirus	Mastrevirus	1_8	20	1e-50	False	ssDNA viruses
342	53	53	48	0	34	48	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae	Torradovirus|Sequivirus|Sadwavirus|Comovirinae|Cheravirus|Waikavirus	1_8	20	1e-50	False	ssRNA viruses
479	43	24	14	0	34	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	1_8	20	1e-50	False	ssRNA viruses
513	41	41	34	0	5	34	1.0	Viruses	Maculavirus|Marafivirus|Tymovirus	1_8	20	1e-50	False	Viruses
604	38	38	25	0	1	25	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Astroviridae	Mamastrovirus	1_8	20	1e-50	False	ssRNA viruses
615	38	16	16	0	7	17	0.9411764705882353	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Nidovirales;Arteriviridae	Arteriviridae	1_8	20	1e-50	False	ssRNA viruses
685	34	24	14	0	20	14	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Togaviridae;Alphavirus	SFV complex|WEEV complex|VEEV complex|EEEV complex	1_8	20	1e-50	False	ssRNA viruses
714	33	33	32	0	1	32	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Arenaviridae	Arenavirus (unclassified Arenaviridae)|Mammarenavirus	1_8	20	1e-50	False	ssRNA viruses
743	32	23	22	0	11	61	0.36065573770491804	Viruses;Retro-transcribing viruses;Retroviridae	Orthoretrovirinae|Spumaretrovirinae	1_8	20	1e-50	False	Retro-transcribing viruses
840	29	28	9	0	1	1335	0.006741573033707865	Viruses	ssRNA positive-strand viruses, no DNA stage	1_8	20	1e-50	False	Viruses
868	28	26	25	0	1	1626	0.015375153751537515	Viruses	Siphoviridae|Myoviridae	1_8	20	1e-50	False	Viruses
966	26	17	17	0	8	26	0.6538461538461539	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Alpharetrovirus|Deltaretrovirus	1_8	20	1e-50	False	Retro-transcribing viruses
971	26	26	23	0	8	23	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae	Sapovirus|Lagovirus|Vesivirus|Nebovirus	1_8	20	1e-50	False	ssRNA viruses
973	26	26	25	0	22	25	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage	Pegivirus|Hepacivirus	1_8	20	1e-50	False	ssRNA viruses
1075	24	24	24	0	1	24	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales;Hantaviridae;Orthohantavirus	Orthohantavirus	1_8	20	1e-50	False	ssRNA viruses
1096	23	23	23	0	2	65	0.35384615384615387	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales	Phenuiviridae|Peribunyaviridae	1_8	20	1e-50	False	ssRNA viruses
1099	23	16	16	0	13	26	0.6153846153846154	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Ampelovirus|Velarivirus|Crinivirus	1_8	20	1e-50	False	ssRNA viruses
1244	21	10	10	0	6	10	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Betaretrovirus	Betaretrovirus	1_8	20	1e-50	False	Retro-transcribing viruses
2270	15	14	10	0	7	10	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Closteroviridae	Closterovirus	1_8	20	1e-50	False	ssRNA viruses
2469	14	10	9	0	2	9	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus	Feline lentivirus group|Equine lentivirus group|Ovine/caprine lentivirus group|Primate lentivirus group|Bovine lentivirus group	1_8	20	1e-50	False	Retro-transcribing viruses
2535	14	14	14	0	1	50	0.28	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Bunyavirales	Nairoviridae|Peribunyaviridae	1_8	20	1e-50	False	ssRNA viruses
2659	13	13	13	0	8	18	0.7222222222222222	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	1_8	20	1e-50	False	ssRNA viruses
2943	12	12	12	0	5	12	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Flaviviridae;Pestivirus	Pestivirus	1_8	20	1e-50	False	ssRNA viruses
3295	11	8	8	0	1	8	1.0	Viruses;Retro-transcribing viruses;Hepadnaviridae;Orthohepadnavirus	Orthohepadnavirus	1_8	20	1e-50	False	Retro-transcribing viruses
3311	11	9	9	0	8	9	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Comovirus	Comovirus	1_8	20	1e-50	False	ssRNA viruses
3663	10	10	10	0	3	10	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae;Vesivirus	Vesivirus	1_8	20	1e-50	False	ssRNA viruses
3815	10	10	10	0	1	1975	0.005063291139240506	Viruses;dsDNA viruses, no RNA stage;Caudovirales	Siphoviridae|Podoviridae|Myoviridae	1_8	20	1e-50	False	dsDNA viruses, no RNA stage
4248	9	9	3	0	3	3	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Gammaretrovirus	Murine leukemia virus	1_8	20	1e-50	False	Retro-transcribing viruses
4505	8	8	4	0	1	5	0.8	Viruses	Aparavirus	1_8	20	1e-50	False	Viruses
4584	8	8	7	0	2	7	1.0	Viruses;dsRNA viruses;Birnaviridae	Entomobirnavirus|Avibirnavirus|Blosnavirus|Aquabirnavirus	1_8	20	1e-50	False	dsRNA viruses
4606	8	8	8	0	7	8	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Torradovirus	Torradovirus	1_8	20	1e-50	False	ssRNA viruses
4740	8	7	7	0	1	8	0.875	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	1_8	20	1e-50	False	Retro-transcribing viruses
4742	8	8	8	0	6	8	1.0	Viruses;ssRNA viruses;ssRNA negative-strand viruses;Orthomyxoviridae	Influenzavirus B|Influenzavirus A	1_8	20	1e-50	False	ssRNA viruses
5205	7	6	6	0	4	8	0.75	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Alpharetrovirus	Alpharetrovirus	1_8	20	1e-50	False	Retro-transcribing viruses
5348	7	7	7	0	2	27	0.25925925925925924	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Betaretrovirus|Gammaretrovirus	1_8	20	1e-50	False	Retro-transcribing viruses
5385	7	7	7	0	6	7	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Caliciviridae	St-Valerien swine virus|Norovirus	1_8	20	1e-50	False	ssRNA viruses
5387	7	7	5	0	2	5	1.0	Viruses	Alphanodavirus	1_8	20	1e-50	False	Viruses
5567	7	7	7	0	1	7	1.0	Viruses;ssDNA viruses;Parvoviridae;Densovirinae;Iteradensovirus	Iteradensovirus	1_8	20	1e-50	False	ssDNA viruses
6335	6	5	5	0	2	18	0.2777777777777778	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Nepovirus	Nepovirus	1_8	20	1e-50	False	ssRNA viruses
6404	6	6	6	0	2	8	0.75	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Deltaretrovirus	Deltaretrovirus	1_8	20	1e-50	False	Retro-transcribing viruses
6640	6	6	3	0	1	1335	0.0022471910112359553	Viruses	ssRNA positive-strand viruses, no DNA stage	1_8	20	1e-50	False	Viruses
7715	5	5	4	0	1	8	0.5	Viruses;Retro-transcribing viruses;Retroviridae	Alpharetrovirus	1_8	20	1e-50	False	Retro-transcribing viruses
7777	5	5	5	0	4	5	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Potyviridae;Bymovirus	Bymovirus	1_8	20	1e-50	False	ssRNA viruses
9579	4	4	4	0	2	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Cheravirus	Cheravirus	1_8	20	1e-50	False	ssRNA viruses
9772	4	4	4	0	1	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Hepeviridae	Orthohepevirus|Piscihepevirus	1_8	20	1e-50	False	ssRNA viruses
9788	4	4	4	0	1	9	0.4444444444444444	Viruses;dsDNA viruses, no RNA stage;Adenoviridae;Atadenovirus	Atadenovirus	1_8	20	1e-50	False	dsDNA viruses, no RNA stage
9856	4	4	4	0	3	4	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Picornavirales;Secoviridae;Comovirinae;Fabavirus	Fabavirus	1_8	20	1e-50	False	ssRNA viruses
10674	4	4	4	0	1	4	1.0	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae;Lentivirus;Primate lentivirus group	Primate lentivirus group	1_8	20	1e-50	False	Retro-transcribing viruses
12902	3	3	3	0	1	25	0.12	Viruses;Retro-transcribing viruses;Retroviridae;Orthoretrovirinae	Alpharetrovirus|Gammaretrovirus	1_8	20	1e-50	False	Retro-transcribing viruses
13560	3	3	3	0	1	3	1.0	Viruses;ssRNA viruses;ssRNA positive-strand viruses, no DNA stage;Benyviridae;Benyvirus	Benyvirus	1_8	20	1e-50	False	ssRNA viruses
