taxon_id	protein_id	match_id	method	score	Dbxref	name	signature_desc	start_in_prot	end_in_prot	start	end	fully included	partially included	duplicated	overlapping	OverlappingDistance	left_overlaps_peptide	right_overlaps_peptide	protein_fully_covered	nb_peptide_in_protein	nb_unannotated_part_in_protein
12104	NP_056777.1	519	Pfam	2.8E-6	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	71	107	1042	1153	True	False	False	False	0	0	0	False	10	1
12104	NP_056777.1	520	CDD	2.26082E-14	InterPro:IPR033703	cd00205	rhv_like	657	878	2800	3466	True	False	False	False	0	0	0	False	10	1
12104	NP_056777.1	521	CDD	6.03382E-49	InterPro:IPR033703	cd00205	rhv_like	439	618	2146	2686	True	False	True	False	0	0	0	False	10	1
12104	NP_056777.1	522	Pfam	3.7E-28	InterPro:IPR000605	PF00910	RNA helicase	1309	1410	4756	5062	True	False	False	False	0	0	0	False	10	1
12104	YP_006383902.1	12520	Pfam	5.0E-25	InterPro:IPR021573	PF11475	Virion protein N terminal domain	1	32	832	928	False	False	False	False	0	0	0	False	6	1
12104	YP_006383902.1	12521	CDD	2.66199E-47	InterPro:IPR033703	cd00205	rhv_like	439	618	2146	2686	True	False	False	False	0	0	0	False	6	1
12104	YP_006383902.1	12522	CDD	8.96261E-14	InterPro:IPR033703	cd00205	rhv_like	740	878	3049	3466	True	False	False	False	0	0	0	False	6	1
12104	YP_006383902.1	12523	CDD	1.0211E-32	InterPro:IPR033703	cd00205	rhv_like	197	386	1420	1990	True	False	False	False	0	0	0	False	6	1
12104	YP_006383902.1	12524	Pfam	1.6E-57	InterPro:IPR001676	PF00073	picornavirus capsid protein	162	361	1315	1915	True	False	True	False	0	0	0	False	6	1
12104	YP_006383902.1	12524	Pfam	4.9E-32	InterPro:IPR001676	PF00073	picornavirus capsid protein	425	583	2104	2581	True	False	True	False	0	0	0	False	6	1
12104	YP_006383902.1	12525	Pfam	1.3E-6	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	71	107	1042	1153	True	False	True	False	0	0	0	False	6	1
204711	NP_040350.1	12663	CDD	2.36504E-18	InterPro:IPR033703	cd00205	rhv_like	679	898	3100	3760	True	False	True	False	0	0	0	True	12	0
204711	NP_040350.1	12664	Pfam	5.0E-60	InterPro:IPR001676	PF00073	picornavirus capsid protein	172	382	1579	2212	True	False	True	False	0	0	0	True	12	0
204711	NP_040350.1	12664	Pfam	1.8E-30	InterPro:IPR001676	PF00073	picornavirus capsid protein	445	605	2398	2881	True	False	True	False	0	0	0	True	12	0
204711	NP_040350.1	12665	Pfam	2.0E-27	InterPro:IPR000605	PF00910	RNA helicase	1308	1409	4987	5293	True	False	False	False	0	0	0	True	12	0
204711	NP_040350.1	12666	ProSiteProfiles	52.558	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1283	1448	4912	5410	True	False	False	False	0	0	0	True	12	0
204711	NP_040350.1	12667	Pfam	1.3E-15	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1638	1816	5977	6514	True	False	False	False	0	0	0	True	12	0
204711	NP_040350.1	12668	ProDom	2.0E-5		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1365	1395	5158	5251	True	False	False	False	0	0	0	True	12	0
204711	NP_040350.1	12669	CDD	1.4635E-32	InterPro:IPR033703	cd00205	rhv_like	206	407	1681	2287	True	False	False	False	0	0	0	True	12	0
204711	NP_040350.1	12670	CDD	1.73842E-43	InterPro:IPR033703	cd00205	rhv_like	458	641	2437	2989	True	False	False	False	0	0	0	True	12	0
204711	NP_040350.1	12671	ProSiteProfiles	15.613	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2071	2189	7276	7633	True	False	False	False	0	0	0	True	12	0
204711	NP_040350.1	12672	Pfam	2.6E-6	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	79	126	1300	1444	True	False	True	False	0	0	0	True	12	0
204711	NP_040350.1	12673	ProDom	5.0E-6	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	1095	1279	4348	4903	True	True	False	True	88	0	88	True	12	0
204711	NP_040350.1	12674	Pfam	7.5E-101	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1855	2299	6628	7963	True	False	False	False	0	0	0	True	12	0
204711	NP_040350.1	12675	CDD	2.79599E-64		cd01699	RNA_dep_RNAP	1983	2250	7012	7816	True	False	False	False	0	0	0	True	12	0
204711	YP_009175067.1	13987	Pfam	6.3E-31	InterPro:IPR001676	PF00073	picornavirus capsid protein	445	605	2398	2881	True	False	False	False	0	0	0	False	5	1
204711	YP_009175067.1	13987	Pfam	1.7E-60	InterPro:IPR001676	PF00073	picornavirus capsid protein	172	382	1579	2212	True	False	False	False	0	0	0	False	5	1
204711	YP_009175067.1	13988	CDD	8.72189E-31	InterPro:IPR033703	cd00205	rhv_like	206	407	1681	2287	True	False	True	False	0	0	0	False	5	1
204711	YP_009175067.1	13989	CDD	9.9188E-17	InterPro:IPR033703	cd00205	rhv_like	679	898	3100	3760	True	False	False	False	0	0	0	False	5	1
204711	YP_009175067.1	13990	CDD	1.74016E-41	InterPro:IPR033703	cd00205	rhv_like	458	641	2437	2989	True	False	True	False	0	0	0	False	5	1
204711	YP_009175067.1	13991	Pfam	7.6E-7	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	79	126	1300	1444	True	False	False	False	0	0	0	False	5	1
434309	YP_001210296.2	8155	Pfam	3.7E-6	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	76	112	1264	1375	True	False	True	False	0	0	0	True	12	0
434309	YP_001210296.2	8156	CDD	2.46902E-14	InterPro:IPR033703	cd00205	rhv_like	759	894	3313	3721	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8157	CDD	1.94934E-32	InterPro:IPR033703	cd00205	rhv_like	202	408	1642	2263	True	False	True	False	0	0	0	True	12	0
434309	YP_001210296.2	8158	Pfam	3.0E-53	InterPro:IPR001676	PF00073	picornavirus capsid protein	169	380	1543	2179	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8158	Pfam	3.6E-29	InterPro:IPR001676	PF00073	picornavirus capsid protein	444	602	2368	2845	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8159	ProSiteProfiles	16.341	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2064	2182	7228	7585	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8160	CDD	1.80214E-44	InterPro:IPR033703	cd00205	rhv_like	470	638	2446	2953	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8161	Pfam	1.1E-18	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1630	1809	5926	6466	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8162	ProSiteProfiles	52.667	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1279	1444	4873	5371	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8163	Pfam	3.2E-28	InterPro:IPR000605	PF00910	RNA helicase	1304	1405	4948	5254	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8164	CDD	1.82527E-63		cd01699	RNA_dep_RNAP	1983	2243	6985	7768	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8165	ProDom	5.0E-6	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	1093	1258	4315	4813	True	True	False	True	71	0	71	True	12	0
434309	YP_001210296.2	8166	ProDom	2.0E-5		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1361	1391	5119	5212	True	False	False	False	0	0	0	True	12	0
434309	YP_001210296.2	8167	Pfam	2.1E-99	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1848	2277	6580	7870	True	False	False	False	0	0	0	True	12	0
434309	YP_009173864.1	13743	CDD	2.37148E-30	InterPro:IPR033703	cd00205	rhv_like	202	408	1642	2263	True	False	False	False	0	0	0	False	5	1
434309	YP_009173864.1	13744	CDD	5.42861E-42	InterPro:IPR033703	cd00205	rhv_like	476	638	2464	2953	True	False	False	False	0	0	0	False	5	1
434309	YP_009173864.1	13745	Pfam	9.9E-54	InterPro:IPR001676	PF00073	picornavirus capsid protein	169	380	1543	2179	True	False	True	False	0	0	0	False	5	1
434309	YP_009173864.1	13745	Pfam	1.3E-29	InterPro:IPR001676	PF00073	picornavirus capsid protein	444	602	2368	2845	True	False	True	False	0	0	0	False	5	1
434309	YP_009173864.1	13746	Pfam	1.6E-6	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	76	112	1264	1375	True	False	False	False	0	0	0	False	5	1
434309	YP_009173864.1	13747	CDD	4.87269E-13	InterPro:IPR033703	cd00205	rhv_like	759	894	3313	3721	True	False	True	False	0	0	0	False	5	1
511755	YP_001949875.1	7114	CDD	4.05837E-14	InterPro:IPR033703	cd00205	rhv_like	756	891	3219	3627	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7115	Pfam	3.0E-28	InterPro:IPR000605	PF00910	RNA helicase	1301	1402	4854	5160	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7116	CDD	6.3188E-63		cd01699	RNA_dep_RNAP	1966	2240	6849	7674	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7117	Pfam	3.4E-100	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1845	2274	6486	7776	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7118	ProSiteProfiles	52.124	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	1276	1441	4779	5277	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7119	ProDom	7.0E-6	InterPro:IPR002527	PD649346	POLYPROTEIN COAT CORE VP4 GENOME CONTAINS: P1A P1B VP2 P1C	1090	1255	4221	4719	True	True	False	True	71	0	71	True	12	0
511755	YP_001949875.1	7120	Pfam	6.8E-50	InterPro:IPR001676	PF00073	picornavirus capsid protein	169	379	1458	2091	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7120	Pfam	2.5E-29	InterPro:IPR001676	PF00073	picornavirus capsid protein	443	601	2280	2757	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7121	Pfam	1.3E-17	InterPro:IPR000199	PF00548	3C cysteine protease (picornain 3C)	1627	1806	5832	6372	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7122	ProSiteProfiles	16.507	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2061	2179	7134	7491	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7123	ProDom	2.0E-5		PD839781	POLYPROTEIN COAT CORE 2A P1D VP4 P1C VP3 VP2 P1B	1358	1388	5025	5118	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7124	CDD	7.98849E-46	InterPro:IPR033703	cd00205	rhv_like	455	637	2316	2865	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7125	Pfam	2.3E-6	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	76	114	1179	1296	True	False	False	False	0	0	0	True	12	0
511755	YP_001949875.1	7126	CDD	3.61277E-32	InterPro:IPR033703	cd00205	rhv_like	202	407	1557	2175	True	False	False	False	0	0	0	True	12	0
511755	YP_009173863.1	11234	CDD	5.39639E-13	InterPro:IPR033703	cd00205	rhv_like	756	891	3219	3627	True	False	True	False	0	0	0	False	5	1
511755	YP_009173863.1	11235	Pfam	9.5E-7	InterPro:IPR015031	PF08935	Viral protein VP4 subunit	76	114	1179	1296	True	False	True	False	0	0	0	False	5	1
511755	YP_009173863.1	11236	Pfam	9.0E-30	InterPro:IPR001676	PF00073	picornavirus capsid protein	443	601	2280	2757	True	False	True	False	0	0	0	False	5	1
511755	YP_009173863.1	11236	Pfam	2.3E-50	InterPro:IPR001676	PF00073	picornavirus capsid protein	169	379	1458	2091	True	False	True	False	0	0	0	False	5	1
511755	YP_009173863.1	11237	CDD	1.92269E-43	InterPro:IPR033703	cd00205	rhv_like	455	637	2316	2865	True	False	True	False	0	0	0	False	5	1
511755	YP_009173863.1	11238	CDD	2.98065E-30	InterPro:IPR033703	cd00205	rhv_like	202	407	1557	2175	True	False	True	False	0	0	0	False	5	1
1425364	YP_009104369.1	16122	CDD	5.45215E-70		cd01699	RNA_dep_RNAP	1311	1596	4055	4913	False	False	False	False	0	0	0	True	0	0
1425364	YP_009104369.1	16123	Pfam	4.5E-31	InterPro:IPR000605	PF00910	RNA helicase	402	508	1328	1649	False	False	False	False	0	0	0	True	0	0
1425364	YP_009104369.1	16124	ProSiteProfiles	47.25	InterPro:IPR014759	PS51218	Superfamily 3 helicase of positive ssRNA viruses domain profile.	379	546	1259	1763	False	False	False	False	0	0	0	True	0	0
1425364	YP_009104369.1	16125	Pfam	1.0E-71	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1149	1660	3569	5105	False	False	False	False	0	0	0	True	0	0
1425364	YP_009104369.1	16126	ProSiteProfiles	12.492	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	1394	1529	4304	4712	False	False	False	False	0	0	0	True	0	0
1425364	YP_009104371.1	16595	Pfam	7.1E-24	InterPro:IPR000603	PF00803	3A/RNA2 movement protein family	33	233	1259	1862	True	False	False	False	0	0	0	True	4	0
137758	YP_007027011.1	6802	Pfam	2.9E-66	InterPro:IPR013648	PF08440	Potyviridae polyprotein	1083	1351	3370	4177	True	True	False	True	17	0	17	True	10	0
137758	YP_007027011.1	6803	SMART	6.7E-12	InterPro:IPR001650	SM00490		959	1058	2998	3298	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6804	Pfam	2.8E-49	InterPro:IPR002637	PF01725	Ham1 family	2337	2510	7132	7654	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6805	Pfam	2.1E-44	InterPro:IPR025910	PF13611	Serine peptidase of plant viral polyprotein, P1	191	308	694	1048	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6806	Pfam	1.3E-5	InterPro:IPR011545	PF00270	DEAD/DEAH box helicase	777	903	2452	2833	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6807	Pfam	1.9E-30	InterPro:IPR001730	PF00863	Peptidase family C4	1601	1798	4924	5518	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6808	ProSiteProfiles	41.276	InterPro:IPR001730	PS51436	Potyvirus NIa protease (NIa-pro) domain profile.	1569	1791	4828	5497	True	True	False	True	4	4	0	True	10	0
137758	YP_007027011.1	6809	CDD	1.32255E-18		cd00046	DEXDc	778	902	2455	2830	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6810	ProSiteProfiles	15.407	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	770	921	2431	2887	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6811	SMART	8.5E-16	InterPro:IPR014001	SM00487		753	919	2380	2881	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6812	Pfam	1.9E-74	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	1830	2256	5611	6892	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6813	CDD	7.99127E-64	InterPro:IPR002637	cd00515	HAM1	2337	2512	7132	7660	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6814	Pfam	1.0E-63	InterPro:IPR001592	PF00767	Potyvirus coat protein	2676	2909	8149	8851	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6815	ProSiteProfiles	11.405	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	933	1100	2920	3424	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6816	CDD	1.17912E-64		cd01699	RNA_dep_RNAP	1955	2224	5986	6796	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6817	Pfam	1.1E-8	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	942	1057	2947	3295	True	False	False	False	0	0	0	True	10	0
137758	YP_007027011.1	6818	ProSiteProfiles	15.592	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2045	2167	6256	6625	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8624	Pfam	7.6E-105	InterPro:IPR001205	PF00680	RNA dependent RNA polymerase	2407	2869	7402	8791	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8625	CDD	7.40768E-56		cd01699	RNA_dep_RNAP	2551	2806	7834	8602	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8626	CDD	1.20681E-7	InterPro:IPR001650	cd00079	HELICc	1508	1630	4705	5074	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8627	Pfam	2.9E-7	InterPro:IPR011545	PF00270	DEAD/DEAH box helicase	1342	1473	4207	4603	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8628	Pfam	4.0E-35	InterPro:IPR002540	PF01577	Potyvirus P1 protease	209	400	808	1384	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8629	ProSiteProfiles	71.688	InterPro:IPR001730	PS51436	Potyvirus NIa protease (NIa-pro) domain profile.	2143	2361	6610	7267	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8630	SMART	1.0E-26	InterPro:IPR014001	SM00487		1321	1495	4144	4669	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8631	ProSiteProfiles	15.508	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1335	1487	4186	4645	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8632	Pfam	1.3E-56	InterPro:IPR001730	PF00863	Peptidase family C4	2141	2373	6604	7303	True	True	False	True	2	2	0	True	10	0
112436	YP_004376199.1	8633	ProSiteProfiles	46.531	InterPro:IPR031159	PS51744	Helper-component proteinase (HC-Pro) cysteine protease (CPD) domain profile.	736	859	2389	2761	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8634	Pfam	5.2E-75	InterPro:IPR013648	PF08440	Potyviridae polyprotein	1648	1921	5125	5947	True	True	False	True	23	0	23	True	10	0
112436	YP_004376199.1	8635	Pfam	7.2E-10	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1508	1622	4705	5050	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8636	Pfam	3.2E-124	InterPro:IPR001456	PF00851	Helper component proteinase	424	859	1453	2761	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8637	Pfam	2.9E-71		PF13608	Protein P3 of Potyviral polyprotein	875	1314	2806	4126	True	True	False	True	103	0	103	True	10	0
112436	YP_004376199.1	8638	Pfam	1.3E-90	InterPro:IPR001592	PF00767	Potyvirus coat protein	2946	3179	9019	9721	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8639	CDD	3.67376E-24		cd00046	DEXDc	1342	1469	4207	4591	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8640	ProSiteProfiles	19.378	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2627	2751	8062	8437	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8641	ProSiteProfiles	13.277	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1506	1665	4699	5179	True	False	False	False	0	0	0	True	10	0
112436	YP_004376199.1	8642	SMART	7.9E-16	InterPro:IPR001650	SM00490		1525	1623	4756	5053	True	False	False	False	0	0	0	True	10	0
31658	YP_009259257.1	2522	SMART	3.5E-4	InterPro:IPR014001	SM00487		1618	1794	4953	5484	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2523	Pfam	1.0E-9	InterPro:IPR001850	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1475	1610	4524	4932	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2524	CDD	4.7001E-12		cd00046	DEXDc	1641	1762	5022	5388	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2525	ProSiteProfiles	119.319	InterPro:IPR026490	PS51591	mRNA cap 0 and cap 1 methyltransferase (EC 2.1.1.56 and EC 2.1.1.57) domain profile.	2454	2706	7461	8220	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2526	Pfam	7.5E-28	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	874	1056	2721	3270	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2527	ProSiteProfiles	13.961	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1627	1780	4980	5442	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2528	Pfam	2.4E-54	InterPro:IPR011492	PF07652	Flavivirus DEAD domain	1632	1772	4995	5418	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2529	Pfam	2.8E-6	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	326	429	1077	1389	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2530	ProSiteProfiles	13.782	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	2970	3117	9009	9453	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2531	Pfam	8.1E-198	InterPro:IPR000208	PF00972	Flavivirus RNA-directed RNA polymerase	2699	3339	8196	10119	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2532	Pfam	1.3E-16	InterPro:IPR002877	PF01728	FtsJ-like methyltransferase	2495	2665	7584	8097	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2533	ProSiteProfiles	7.178	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1793	1947	5478	5943	True	False	False	False	0	0	0	True	12	0
31658	YP_009259257.1	2534	ProSiteProfiles	73.584	InterPro:IPR001850	PS51528	Flavivirus NS3 protease (NS3pro) domain profile.	1452	1630	4455	4992	True	False	False	False	0	0	0	True	12	0
631267	YP_009259651.1	2848	Pfam	1.0E-147	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	794	1146	2477	3536	True	True	False	True	2	0	2	True	9	0
631267	YP_009259651.1	2849	CDD	4.66505E-48	InterPro:IPR027287	cd12149	Flavi_E_C	599	688	1892	2162	True	False	False	False	0	0	0	True	9	0
631267	YP_009259651.1	2850	Pfam	1.9E-15	InterPro:IPR000487	PF01002	Flavivirus non-structural protein NS2B	1377	1457	4226	4469	True	False	False	False	0	0	0	True	9	0
631267	YP_009259651.1	2851	Pfam	1.7E-13	InterPro:IPR000069	PF01004	Flavivirus envelope glycoprotein M	218	292	749	974	True	False	False	False	0	0	0	True	9	0
631267	YP_009259651.1	2852	Pfam	1.0E-28	InterPro:IPR027287	PF02832	Flavivirus glycoprotein, immunoglobulin-like domain	593	687	1874	2159	True	False	False	False	0	0	0	True	9	0
631267	YP_009259651.1	2853	Pfam	2.0E-89	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	294	590	977	1868	True	False	False	False	0	0	0	True	9	0
631267	YP_009259651.1	2854	Pfam	4.3E-25	InterPro:IPR002535	PF01570	Flavivirus polyprotein propeptide	131	215	488	743	True	False	True	False	0	0	0	True	9	0
631267	YP_009259651.1	2855	Pfam	5.1E-12	InterPro:IPR001122	PF01003	Flavivirus capsid protein C	9	119	122	455	True	True	False	True	15	0	15	True	9	0
631267	YP_009259651.1	2856	Pfam	7.8E-26	InterPro:IPR000752	PF01005	Flavivirus non-structural protein NS2A	1156	1341	3563	4121	True	False	False	False	0	0	0	True	9	0
631267	YP_009259651.1	2857	ProSiteProfiles	23.932	InterPro:IPR000487	PS51527	Flavivirus NS2B domain profile.	1372	1502	4211	4604	True	False	True	False	0	0	0	True	9	0
631267	YP_005454257.1	3390	Pfam	1.7E-25	InterPro:IPR000487	PF01002	Flavivirus non-structural protein NS2B	1377	1502	4226	4604	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3391	Pfam	1.3E-11	InterPro:IPR001122	PF01003	Flavivirus capsid protein C	9	119	122	455	True	True	True	True	15	0	15	True	14	0
631267	YP_005454257.1	3392	CDD	7.22138E-13		cd00046	DEXDc	1698	1822	5189	5564	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3393	ProSiteProfiles	117.869	InterPro:IPR026490	PS51591	mRNA cap 0 and cap 1 methyltransferase (EC 2.1.1.56 and EC 2.1.1.57) domain profile.	2528	2793	7679	8477	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3394	ProSiteProfiles	13.615	InterPro:IPR007094	PS50507	RdRp of positive ssRNA viruses catalytic domain profile.	3057	3209	9266	9725	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3395	Pfam	6.0E-89	InterPro:IPR011998	PF00869	Flavivirus glycoprotein, central and dimerisation domains	294	590	977	1868	True	False	True	False	0	0	0	True	14	0
631267	YP_005454257.1	3396	Pfam	8.2E-7	InterPro:IPR002877	PF01728	FtsJ-like methyltransferase	2582	2751	7841	8351	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3397	Pfam	4.3E-13	InterPro:IPR000069	PF01004	Flavivirus envelope glycoprotein M	218	292	749	974	True	False	True	False	0	0	0	True	14	0
631267	YP_005454257.1	3398	Pfam	2.2E-296	InterPro:IPR000208	PF00972	Flavivirus RNA-directed RNA polymerase	2782	3427	8441	10379	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3399	ProSiteProfiles	14.005	InterPro:IPR014001	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1684	1840	5147	5618	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3400	Pfam	1.6E-32	InterPro:IPR001850	PF00949	Peptidase S7, Flavivirus NS3 serine protease	1520	1670	4655	5108	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3401	SMART	0.0087	InterPro:IPR014001	SM00487		1678	1858	5129	5672	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3402	Pfam	1.2E-4	InterPro:IPR001650	PF00271	Helicase conserved C-terminal domain	1859	1967	5672	5999	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3403	Pfam	2.1E-25	InterPro:IPR000752	PF01005	Flavivirus non-structural protein NS2A	1156	1341	3563	4121	True	False	True	False	0	0	0	True	14	0
631267	YP_005454257.1	3404	Pfam	2.6E-28	InterPro:IPR027287	PF02832	Flavivirus glycoprotein, immunoglobulin-like domain	593	687	1874	2159	True	False	True	False	0	0	0	True	14	0
631267	YP_005454257.1	3405	Pfam	3.2E-147	InterPro:IPR001157	PF00948	Flavivirus non-structural Protein NS1	794	1146	2477	3536	True	True	True	True	2	0	2	True	14	0
631267	YP_005454257.1	3406	ProSiteProfiles	11.669	InterPro:IPR001650	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1851	2016	5648	6146	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3407	Pfam	1.1E-24	InterPro:IPR002535	PF01570	Flavivirus polyprotein propeptide	131	215	488	743	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3408	ProSiteProfiles	36.659	InterPro:IPR000487	PS51527	Flavivirus NS2B domain profile.	1372	1502	4211	4604	True	False	False	False	0	0	0	True	14	0
631267	YP_005454257.1	3409	Pfam	1.2E-37	InterPro:IPR000404	PF01350	Flavivirus non-structural protein NS4A	2128	2267	6479	6899	True	True	False	True	18	0	18	True	14	0
